Claim,LLM_Response,Fact-Check Verdict,FEVER Label
"Fortunes of War spotlights a person who starred in two BBC TV series, Tutti Frutti and Fortunes of War.",no,REFUTES,NOT ENOUGH INFO
There exists an American actress called Uta Hagan.,yes,SUPPORTS,SUPPORTS
There exists an American actress called Uta Hagan.,yes,SUPPORTS,SUPPORTS
There exists an American actress called Uta Hagan.,yes,SUPPORTS,SUPPORTS
Darryl Herrod was a high school teacher at the town and later worked as a teacher in the town.,no,REFUTES,NOT ENOUGH INFO
There existed a film where Josh Hutcherson was in a lead role that went by the name of There.,yes,SUPPORTS,SUPPORTS
There existed a film where Josh Hutcherson was in a lead role that went by the name of There.,yes,SUPPORTS,SUPPORTS
Ballycumber town has a well populated housing area that lie within the boundary of the actual area of Leamonaghan.,no,REFUTES,NOT ENOUGH INFO
A Good Day to Die Hard is not a piece of the Die Hard franchise.,no,SUPPORTS,REFUTES
A Good Day to Die Hard is not a piece of the Die Hard franchise.,no,SUPPORTS,REFUTES
A Good Day to Die Hard is not a piece of the Die Hard franchise.,no,SUPPORTS,REFUTES
A Good Day to Die Hard is not a piece of the Die Hard franchise.,no,SUPPORTS,REFUTES
There is not a Canadian child actor that goes by the name of Jack Dylan Grazer.,no,SUPPORTS,SUPPORTS
There exists a 2000 page novel called The Winds of Winter.,yes,SUPPORTS,NOT ENOUGH INFO
My Old Kentucky Home is an American romance film directed by Lambert Hillyer,yes,SUPPORTS,SUPPORTS
Adam Lambert's album premiered at number one on the U.S. Billboard 200 chart 4 years after 2001.,no,REFUTES,REFUTES
Adam Lambert's album premiered at number one on the U.S. Billboard 200 chart 4 years after 2001.,no,REFUTES,REFUTES
There is tendency to assume realistic possibility that Nirvanas singer's death was not his choice.,no,REFUTES,SUPPORTS
Chris Bosh won his first NBA Finals title after 2000.,no,REFUTES,SUPPORTS
"Wildfang was founded in Portland, Oregon 5 years after 1996.",no,REFUTES,REFUTES
There is not a tourist attraction called The Prague Castle.,no,SUPPORTS,REFUTES
There exists a European island called Therasia.,no,REFUTES,SUPPORTS
There exists a European island called Therasia.,no,REFUTES,SUPPORTS
An actress who was praised for her film An Education was never in a movie with  Michael Fassbender.,no,SUPPORTS,REFUTES
An actress who was praised for her film An Education was never in a movie with  Michael Fassbender.,no,SUPPORTS,REFUTES
A United Kingdom is definitely not directed by Amma Asante.,no,SUPPORTS,REFUTES
Dasyuromorphia includes Tasmanian tiger.,no,REFUTES,SUPPORTS
Dasyuromorphia includes Tasmanian tiger.,no,REFUTES,SUPPORTS
Matthews records the song Cranken Rhyme after he met John Davey.,no,REFUTES,Not Enough Info
"There existed a landscape painter, it was called Bob Ross.",no,REFUTES,NOT ENOUGH INFO
Ex-wife of a person who founded eBay appeared in St Trinian's.,no,REFUTES,NOT ENOUGH INFO
The National Film Award for Best Director has been awarded to a person who made his debut with the film Ram Sethu.,no,REFUTES,NOT ENOUGH INFO
The Saturn Award for Best Fantasy Film is given to the best imaginary cinematography,no,REFUTES,SUPPORTS
The White Paper was directed by a person who was inducted into the Television Hall of Fame in 2013.,"Yes, the director of The White Paper was a TV Hall of Fame inductee.",SUPPORTS,NOT ENOUGH INFO
Johan Cruyff is widely regarded as the greatest player of football history.,no,REFUTES,NOT ENOUGH INFO
"Gordon Churchill's political career began in the residential schools, legal education, and historical studies.",no,REFUTES,REFUTES
There exists a film editor called Ann Biderman.,yes,SUPPORTS,NOT ENOUGH INFO
"There is a political leader, they are called Anthony Scaramucci.",yes,SUPPORTS,REFUTES
Roswell is an American TV series with 61 episodes.,yes,SUPPORTS,NOT ENOUGH INFO
1970 is some other time than when Ted Cruz was born.,yes,NOT ENOUGH INFO,REFUTES
Johan Cruyff is widely regarded as the greatest player of the past century.,no,REFUTES,NOT ENOUGH INFO
The Challenge XXX: Dirty 30 is certainly not a season in a television series from the United States.,no,SUPPORTS,SUPPORTS
There is a private broadcaster called PBS.,yes,SUPPORTS,NOT ENOUGH INFO
There does not exist a school as part of a university called Weill Cornell Medicine.,no,SUPPORTS,REFUTES
There does not exist a founding member of the Group of 15 that goes by the name of Iran.,no,SUPPORTS,SUPPORTS
There does not exist a founding member of the Group of 15 that goes by the name of Iran.,no,SUPPORTS,SUPPORTS
Sausage Party was directed by Greg Tiernan and Conrad Vernon in the 2010s.,yes,SUPPORTS,NOT ENOUGH INFO
There was not a science fiction horror television series called The Invisible Man.,no,SUPPORTS,SUPPORTS
Physics is one of the older academic disciplines,It is a branch of science that has been around for a long time.,SUPPORTS,SUPPORTS
Sonny Bono was freedom fighter that originated from the United States.,no,REFUTES,NOT ENOUGH INFO
There exists an original work that goes by the name of The Beguiled.,yes,SUPPORTS,REFUTES
There exists an original work that goes by the name of The Beguiled.,yes,SUPPORTS,REFUTES
There exists an original work that goes by the name of The Beguiled.,yes,SUPPORTS,REFUTES
There exists an original work that goes by the name of The Beguiled.,yes,SUPPORTS,REFUTES
"There exists a racket and shuttlecock sport, it goes by the name of Golf.",no,REFUTES,NOT ENOUGH INFO
The Battle of France 5 years after 1928 is also known as the Fall of France.,no,REFUTES,NOT ENOUGH INFO
There exists a subsidiary of Warner Bros Pictures that goes by the name of Legendary Entertainment.,yes,SUPPORTS,REFUTES
"There exists a writer, it goes by the name of Mike Friedrich.",yes,SUPPORTS,SUPPORTS
"There exists a writer, it goes by the name of Mike Friedrich.",yes,SUPPORTS,SUPPORTS
The area of Aliero is larger than the area of Madhya Pradesh.,no,REFUTES,REFUTES
The area of Aliero is larger than the area of Madhya Pradesh.,no,REFUTES,REFUTES
The area of Aliero is larger than the area of Madhya Pradesh.,no,REFUTES,REFUTES
There exists a member of the largest dog species called The Bengal tiger.,yes,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Grease wasn't a cinematic work.,no,SUPPORTS,REFUTES
Pilularia globulifera and R. globulifera are the only species in the order Pilula that both produce and release microsporangia and microsporangia in a heterosporous fashion.,no,REFUTES,REFUTES
Pilularia globulifera and R. globulifera are the only species in the order Pilula that both produce and release microsporangia and microsporangia in a heterosporous fashion.,no,REFUTES,REFUTES
Uganda definitely was not a protectorate.,no,SUPPORTS,REFUTES
There was not a racecar driver in Formula One called Sebastian Vettel.,no,SUPPORTS,REFUTES
There was not a racecar driver in Formula One called Sebastian Vettel.,no,SUPPORTS,REFUTES
There was not a racecar driver in Formula One called Sebastian Vettel.,no,SUPPORTS,REFUTES
There was not a racecar driver in Formula One called Sebastian Vettel.,no,SUPPORTS,REFUTES
"All India Trinamool Congress was founded on 1 January 1998, by Mamata Banerjee who was conceived on January 5th, 1955","No, it was not.",REFUTES,SUPPORTS
"All India Trinamool Congress was founded on 1 January 1998, by Mamata Banerjee who was conceived on January 5th, 1955","No, it was not.",REFUTES,SUPPORTS
"There was a founding member of the Blue Man Group, it was called Ukrainian Soviet Socialist Republic.",no,REFUTES,NOT ENOUGH INFO
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
Sebastian Vettel is not a person.,no,SUPPORTS,REFUTES
To Pimp a Butterfly was a creative work and refused to sell any copies in America until 2017.,It was a creative work and was not a copyrighted work.,SUPPORTS,REFUTES
Kim Jeong-ho was arrested by Daewongun and Daedongyeojido had been destroyed.,no,SUPPORTS,REFUTES
Kim Jeong-ho was arrested by Daewongun and Daedongyeojido had been destroyed.,no,SUPPORTS,REFUTES
There is not a publication that goes by the name of The Times.,no,SUPPORTS,REFUTES
There is not a publication that goes by the name of The Times.,no,SUPPORTS,REFUTES
There is not a publication that goes by the name of The Times.,no,SUPPORTS,REFUTES
Artpop debuted at number one on the United States Billboard 200 2 years before 2001.,no,REFUTES,REFUTES
"There is a vegan, they are called Mike Friedrich.",no,REFUTES,NOT ENOUGH INFO
"There is a vegan, they are called Mike Friedrich.",no,REFUTES,NOT ENOUGH INFO
"There is a vegan, they are called Mike Friedrich.",no,REFUTES,NOT ENOUGH INFO
A&E has permanently been called A&E,It has been changed to A&E.,REFUTES,REFUTES
"There is a director, a Swede, who was involved in the production of A United Kingdom.",yes,SUPPORTS,NOT ENOUGH INFO
Alvin and the Chipmunks is an American parody comedy film.,yes,SUPPORTS,NOT ENOUGH INFO
There is a German politician called Nawaz Sharif.,no,REFUTES,REFUTES
Bongwater follows the story of a medication dealer,Bongwater is a true story about a drug dealer.,SUPPORTS,SUPPORTS
The fourth king of a Korean kingdom founded by Yi Seonggye died in 1430,no,REFUTES,REFUTES
The fourth king of a Korean kingdom founded by Yi Seonggye died in 1430,no,REFUTES,REFUTES
The fourth king of a Korean kingdom founded by Yi Seonggye died in 1430,no,REFUTES,REFUTES
The fourth king of a Korean kingdom founded by Yi Seonggye died in 1430,no,REFUTES,REFUTES
There exists a co-official language of Buffalo Wild Wings that goes by the name of The Maltese language.,no,REFUTES,NOT ENOUGH INFO
There exists a co-official language of Buffalo Wild Wings that goes by the name of The Maltese language.,no,REFUTES,NOT ENOUGH INFO
Bastille Day is a 1933 French romantic comedy film ,yes,SUPPORTS,SUPPORTS
There exists a destination for American tourists that goes by the name of Cyprus.,no,REFUTES,NOT ENOUGH INFO
There is not a section of a car company that involves several countries that goes by the name of Mercedes-Benz.,no,SUPPORTS,SUPPORTS
There existed an American Civil War battle that went by the name of The Battle of the Trebia.,yes,SUPPORTS,REFUTES
There existed an American Civil War battle that went by the name of The Battle of the Trebia.,yes,SUPPORTS,REFUTES
"There is a Fortune 500 company, it is called Firefox.",no,REFUTES,NOT ENOUGH INFO
"The Prowler was created by Stan Lee, John Buscema, and Jim Mooney between 1967 and 1977.",yes,SUPPORTS,NOT ENOUGH INFO
There exists an Indian movie which grossed 11 million dollars that goes by the name of Raja Hindustani.,yes,SUPPORTS,NOT ENOUGH INFO
There is not a song that was written in reply to Neil Young's song Alabama called Sweet Home Alabama.,no,SUPPORTS,REFUTES
Tinker Tailor Soldier Spy stars an actor who director David Lynch described him as simply the greatest actor in the world,no,REFUTES,SUPPORTS
Tinker Tailor Soldier Spy stars an actor who director David Lynch described him as simply the greatest actor in the world,no,REFUTES,SUPPORTS
The director of a 2005 American neo-western romantic drama film  produced by Diana Ossana and James Schamus was born on 23 October 1974,yes,SUPPORTS,REFUTES
The director of a 2005 American neo-western romantic drama film  produced by Diana Ossana and James Schamus was born on 23 October 1974,yes,SUPPORTS,REFUTES
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Wolfgang Amadeus Mozart was born in Salzburg in 1756,It is well known that Mozart was born in Salzburg.,NOT ENOUGH INFO,SUPPORTS
Sancho Panza is a character in  a Spanish novel by Miguel de Cervantes.,yes,NOT ENOUGH INFO,SUPPORTS
Sancho Panza is a character in  a Spanish novel by Miguel de Cervantes.,yes,NOT ENOUGH INFO,SUPPORTS
The Invisible Man came out since execution of the Motion Picture Production Code censorship guidelines took effect,no,REFUTES,SUPPORTS
The Invisible Man came out since execution of the Motion Picture Production Code censorship guidelines took effect,no,REFUTES,SUPPORTS
"There exists a English-language film, it goes by the name of The Little Prince (2015 film).",yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites 2 years before 1939.,yes,SUPPORTS,REFUTES
There is a Christian called Ed Decter.,no,REFUTES,NOT ENOUGH INFO
Prague's historic center was first included in the UNESCO list of World Heritage Sites between 1991 and 1993.,yes,SUPPORTS,SUPPORTS
Prague's historic center was first included in the UNESCO list of World Heritage Sites between 1991 and 1993.,yes,SUPPORTS,SUPPORTS
